driverStandingsId,raceId,driverId,points,position,wins,date,standings_rownum
55,21,8,29.0,1,2,2008-04-27 12:00:00,standings_55
56,21,9,19.0,3,0,2008-04-27 12:00:00,standings_56
57,21,15,9.0,7,0,2008-04-27 12:00:00,standings_57
58,21,17,8.0,8,0,2008-04-27 12:00:00,standings_58
59,21,14,0.0,15,0,2008-04-27 12:00:00,standings_59
60,21,18,3.0,12,0,2008-04-27 12:00:00,standings_60
61,21,12,0.0,18,0,2008-04-27 12:00:00,standings_61
62,21,21,0.0,16,0,2008-04-27 12:00:00,standings_62
63,21,22,0.0,17,0,2008-04-27 12:00:00,standings_63
64,21,19,0.0,20,0,2008-04-27 12:00:00,standings_64
65,21,11,0.0,19,0,2008-04-27 12:00:00,standings_65
66,21,13,18.0,4,1,2008-04-27 12:00:00,standings_66
67,21,10,0.0,14,0,2008-04-27 12:00:00,standings_67
68,21,16,0.0,21,0,2008-04-27 12:00:00,standings_68
69,22,1,28.0,3,1,2008-05-11 12:00:00,standings_69
70,22,2,20.0,5,0,2008-05-11 12:00:00,standings_70
71,22,3,8.0,10,0,2008-05-11 12:00:00,standings_71
72,22,4,9.0,8,0,2008-05-11 12:00:00,standings_72
73,22,5,14.0,6,0,2008-05-11 12:00:00,standings_73
74,22,6,5.0,11,0,2008-05-11 12:00:00,standings_74
75,22,7,2.0,13,0,2008-05-11 12:00:00,standings_75
76,22,8,35.0,1,2,2008-05-11 12:00:00,standings_76
77,22,9,24.0,4,0,2008-05-11 12:00:00,standings_77
78,22,15,9.0,9,0,2008-05-11 12:00:00,standings_78
79,22,17,10.0,7,0,2008-05-11 12:00:00,standings_79
80,22,14,0.0,14,0,2008-05-11 12:00:00,standings_80
81,22,18,3.0,12,0,2008-05-11 12:00:00,standings_81
82,22,12,0.0,18,0,2008-05-11 12:00:00,standings_82
83,22,21,0.0,16,0,2008-05-11 12:00:00,standings_83
84,22,22,0.0,17,0,2008-05-11 12:00:00,standings_84
85,22,19,0.0,20,0,2008-05-11 12:00:00,standings_85
86,22,11,0.0,19,0,2008-05-11 12:00:00,standings_86
87,22,13,28.0,2,2,2008-05-11 12:00:00,standings_87
88,22,10,0.0,15,0,2008-05-11 12:00:00,standings_88
89,22,16,0.0,21,0,2008-05-11 12:00:00,standings_89
90,22,20,0.0,22,0,2008-05-11 12:00:00,standings_90
91,23,1,38.0,1,2,2008-05-25 12:00:00,standings_91
92,23,2,20.0,5,0,2008-05-25 12:00:00,standings_92
93,23,3,8.0,10,0,2008-05-25 12:00:00,standings_93
94,23,4,9.0,8,0,2008-05-25 12:00:00,standings_94
95,23,5,15.0,6,0,2008-05-25 12:00:00,standings_95
96,23,6,7.0,11,0,2008-05-25 12:00:00,standings_96
97,23,7,2.0,15,0,2008-05-25 12:00:00,standings_97
98,23,8,35.0,2,2,2008-05-25 12:00:00,standings_98
99,23,9,32.0,4,0,2008-05-25 12:00:00,standings_99
100,23,15,9.0,9,0,2008-05-25 12:00:00,standings_100
101,23,17,15.0,7,0,2008-05-25 12:00:00,standings_101
102,23,14,0.0,16,0,2008-05-25 12:00:00,standings_102
103,23,18,3.0,13,0,2008-05-25 12:00:00,standings_103
104,23,12,0.0,19,0,2008-05-25 12:00:00,standings_104
105,23,21,0.0,18,0,2008-05-25 12:00:00,standings_105
106,23,22,3.0,14,0,2008-05-25 12:00:00,standings_106
107,23,19,0.0,21,0,2008-05-25 12:00:00,standings_107
108,23,11,0.0,20,0,2008-05-25 12:00:00,standings_108
109,23,13,34.0,3,2,2008-05-25 12:00:00,standings_109
110,23,10,0.0,17,0,2008-05-25 12:00:00,standings_110
111,23,16,0.0,22,0,2008-05-25 12:00:00,standings_111
112,23,20,4.0,12,0,2008-05-25 12:00:00,standings_112
113,24,1,38.0,2,2,2008-06-08 17:00:00,standings_113
114,24,2,28.0,5,0,2008-06-08 17:00:00,standings_114
115,24,3,8.0,10,0,2008-06-08 17:00:00,standings_115
116,24,4,9.0,9,0,2008-06-08 17:00:00,standings_116
117,24,5,15.0,6,0,2008-06-08 17:00:00,standings_117
118,24,6,7.0,11,0,2008-06-08 17:00:00,standings_118
119,24,7,2.0,17,0,2008-06-08 17:00:00,standings_119
120,24,8,35.0,4,2,2008-06-08 17:00:00,standings_120
121,24,9,42.0,1,1,2008-06-08 17:00:00,standings_121
122,24,15,12.0,8,0,2008-06-08 17:00:00,standings_122
123,24,17,15.0,7,0,2008-06-08 17:00:00,standings_123
124,24,14,6.0,12,0,2008-06-08 17:00:00,standings_124
125,24,18,3.0,16,0,2008-06-08 17:00:00,standings_125
126,24,12,0.0,19,0,2008-06-08 17:00:00,standings_126
127,24,21,0.0,18,0,2008-06-08 17:00:00,standings_127
128,24,22,5.0,15,0,2008-06-08 17:00:00,standings_128
129,24,19,0.0,21,0,2008-06-08 17:00:00,standings_129
130,24,11,0.0,20,0,2008-06-08 17:00:00,standings_130
131,24,13,38.0,3,2,2008-06-08 17:00:00,standings_131
132,24,10,5.0,13,0,2008-06-08 17:00:00,standings_132
133,24,16,0.0,22,0,2008-06-08 17:00:00,standings_133
134,24,20,5.0,14,0,2008-06-08 17:00:00,standings_134
135,25,1,38.0,4,2,2008-06-22 12:00:00,standings_135
136,25,2,28.0,5,0,2008-06-22 12:00:00,standings_136
137,25,3,8.0,10,0,2008-06-22 12:00:00,standings_137
138,25,4,10.0,9,0,2008-06-22 12:00:00,standings_138
139,25,5,20.0,6,0,2008-06-22 12:00:00,standings_139
140,25,6,7.0,11,0,2008-06-22 12:00:00,standings_140
141,25,7,2.0,18,0,2008-06-22 12:00:00,standings_141
142,25,8,43.0,3,2,2008-06-22 12:00:00,standings_142
143,25,9,46.0,2,1,2008-06-22 12:00:00,standings_143
144,25,15,18.0,7,0,2008-06-22 12:00:00,standings_144
145,25,17,18.0,8,0,2008-06-22 12:00:00,standings_145
146,25,14,6.0,12,0,2008-06-22 12:00:00,standings_146
147,25,18,3.0,16,0,2008-06-22 12:00:00,standings_147
148,25,12,2.0,17,0,2008-06-22 12:00:00,standings_148
149,25,21,0.0,19,0,2008-06-22 12:00:00,standings_149
150,25,22,5.0,15,0,2008-06-22 12:00:00,standings_150
151,25,19,0.0,21,0,2008-06-22 12:00:00,standings_151
152,25,11,0.0,20,0,2008-06-22 12:00:00,standings_152
153,25,13,48.0,1,3,2008-06-22 12:00:00,standings_153
154,25,10,5.0,13,0,2008-06-22 12:00:00,standings_154
155,25,16,0.0,22,0,2008-06-22 12:00:00,standings_155
156,25,20,5.0,14,0,2008-06-22 12:00:00,standings_156
157,26,1,48.0,1,3,2008-07-06 12:00:00,standings_157
158,26,2,36.0,5,0,2008-07-06 12:00:00,standings_158
159,26,3,8.0,11,0,2008-07-06 12:00:00,standings_159
160,26,4,13.0,9,0,2008-07-06 12:00:00,standings_160
161,26,5,24.0,6,0,2008-07-06 12:00:00,standings_161
162,26,6,8.0,12,0,2008-07-06 12:00:00,standings_162
163,26,7,2.0,17,0,2008-07-06 12:00:00,standings_163
164,26,8,48.0,3,2,2008-07-06 12:00:00,standings_164
165,26,9,46.0,4,1,2008-07-06 12:00:00,standings_165
166,26,15,20.0,7,0,2008-07-06 12:00:00,standings_166
167,26,17,18.0,8,0,2008-07-06 12:00:00,standings_167
168,26,14,6.0,13,0,2008-07-06 12:00:00,standings_168
169,26,18,3.0,16,0,2008-07-06 12:00:00,standings_169
170,26,12,2.0,18,0,2008-07-06 12:00:00,standings_170
171,26,21,0.0,19,0,2008-07-06 12:00:00,standings_171
172,26,22,11.0,10,0,2008-07-06 12:00:00,standings_172
173,26,19,0.0,21,0,2008-07-06 12:00:00,standings_173
174,26,11,0.0,20,0,2008-07-06 12:00:00,standings_174
175,26,13,48.0,2,3,2008-07-06 12:00:00,standings_175
176,26,10,5.0,14,0,2008-07-06 12:00:00,standings_176
177,26,16,0.0,22,0,2008-07-06 12:00:00,standings_177
178,26,20,5.0,15,0,2008-07-06 12:00:00,standings_178
179,27,1,58.0,1,4,2008-07-20 12:00:00,standings_179
180,27,2,41.0,5,0,2008-07-20 12:00:00,standings_180
181,27,3,8.0,12,0,2008-07-20 12:00:00,standings_181
182,27,4,13.0,9,0,2008-07-20 12:00:00,standings_182
183,27,5,28.0,6,0,2008-07-20 12:00:00,standings_183
184,27,6,8.0,13,0,2008-07-20 12:00:00,standings_184
185,27,7,2.0,18,0,2008-07-20 12:00:00,standings_185
186,27,8,51.0,3,2,2008-07-20 12:00:00,standings_186
187,27,9,48.0,4,1,2008-07-20 12:00:00,standings_187
188,27,15,20.0,7,0,2008-07-20 12:00:00,standings_188
189,27,17,18.0,8,0,2008-07-20 12:00:00,standings_189
190,27,14,6.0,14,0,2008-07-20 12:00:00,standings_190
191,27,18,3.0,17,0,2008-07-20 12:00:00,standings_191
192,27,12,10.0,11,0,2008-07-20 12:00:00,standings_192
193,27,21,0.0,19,0,2008-07-20 12:00:00,standings_193
194,27,22,11.0,10,0,2008-07-20 12:00:00,standings_194
195,27,19,0.0,22,0,2008-07-20 12:00:00,standings_195
196,27,11,0.0,20,0,2008-07-20 12:00:00,standings_196
197,27,13,54.0,2,3,2008-07-20 12:00:00,standings_197
198,27,10,5.0,16,0,2008-07-20 12:00:00,standings_198
199,27,16,0.0,21,0,2008-07-20 12:00:00,standings_199
200,27,20,6.0,15,0,2008-07-20 12:00:00,standings_200
201,28,1,62.0,1,4,2008-08-03 12:00:00,standings_201
202,28,2,41.0,5,0,2008-08-03 12:00:00,standings_202
203,28,3,8.0,13,0,2008-08-03 12:00:00,standings_203
204,28,4,18.0,8,0,2008-08-03 12:00:00,standings_204
205,28,5,38.0,6,1,2008-08-03 12:00:00,standings_205
206,28,6,8.0,14,0,2008-08-03 12:00:00,standings_206
207,28,7,2.0,18,0,2008-08-03 12:00:00,standings_207
208,28,8,57.0,2,2,2008-08-03 12:00:00,standings_208
209,28,9,49.0,4,1,2008-08-03 12:00:00,standings_209
210,28,15,22.0,7,0,2008-08-03 12:00:00,standings_210
211,28,17,18.0,9,0,2008-08-03 12:00:00,standings_211
212,28,14,6.0,15,0,2008-08-03 12:00:00,standings_212
213,28,18,3.0,17,0,2008-08-03 12:00:00,standings_213
214,28,12,13.0,11,0,2008-08-03 12:00:00,standings_214
215,28,21,0.0,19,0,2008-08-03 12:00:00,standings_215
216,28,22,11.0,12,0,2008-08-03 12:00:00,standings_216
217,28,19,0.0,22,0,2008-08-03 12:00:00,standings_217
218,28,11,0.0,20,0,2008-08-03 12:00:00,standings_218
219,28,13,54.0,3,3,2008-08-03 12:00:00,standings_219
220,28,10,13.0,10,0,2008-08-03 12:00:00,standings_220
221,28,16,0.0,21,0,2008-08-03 12:00:00,standings_221
222,28,20,6.0,16,0,2008-08-03 12:00:00,standings_222
223,29,1,70.0,1,4,2008-08-24 12:00:00,standings_223
224,29,2,41.0,6,0,2008-08-24 12:00:00,standings_224
225,29,3,9.0,13,0,2008-08-24 12:00:00,standings_225
226,29,4,18.0,8,0,2008-08-24 12:00:00,standings_226
227,29,5,43.0,5,1,2008-08-24 12:00:00,standings_227
228,29,6,8.0,15,0,2008-08-24 12:00:00,standings_228
229,29,7,2.0,18,0,2008-08-24 12:00:00,standings_229
230,29,8,57.0,3,2,2008-08-24 12:00:00,standings_230
231,29,9,55.0,4,1,2008-08-24 12:00:00,standings_231
232,29,15,26.0,7,0,2008-08-24 12:00:00,standings_232
233,29,17,18.0,9,0,2008-08-24 12:00:00,standings_233
234,29,14,6.0,16,0,2008-08-24 12:00:00,standings_234
235,29,18,3.0,17,0,2008-08-24 12:00:00,standings_235
236,29,12,13.0,11,0,2008-08-24 12:00:00,standings_236
237,29,21,0.0,19,0,2008-08-24 12:00:00,standings_237
238,29,22,11.0,12,0,2008-08-24 12:00:00,standings_238
239,29,19,0.0,22,0,2008-08-24 12:00:00,standings_239
240,29,11,0.0,20,0,2008-08-24 12:00:00,standings_240
241,29,13,64.0,2,4,2008-08-24 12:00:00,standings_241
242,29,10,15.0,10,0,2008-08-24 12:00:00,standings_242
243,29,16,0.0,21,0,2008-08-24 12:00:00,standings_243
244,29,20,9.0,14,0,2008-08-24 12:00:00,standings_244
245,30,1,76.0,1,4,2008-09-07 12:00:00,standings_245
246,30,2,49.0,5,0,2008-09-07 12:00:00,standings_246
247,30,3,9.0,14,0,2008-09-07 12:00:00,standings_247
248,30,4,23.0,8,0,2008-09-07 12:00:00,standings_248
249,30,5,43.0,6,1,2008-09-07 12:00:00,standings_249
250,30,6,8.0,15,0,2008-09-07 12:00:00,standings_250
251,30,7,4.0,17,0,2008-09-07 12:00:00,standings_251
252,30,8,57.0,4,2,2008-09-07 12:00:00,standings_252
253,30,9,58.0,3,1,2008-09-07 12:00:00,standings_253
254,30,15,26.0,7,0,2008-09-07 12:00:00,standings_254
255,30,17,19.0,9,0,2008-09-07 12:00:00,standings_255
256,30,14,6.0,16,0,2008-09-07 12:00:00,standings_256
257,30,18,3.0,18,0,2008-09-07 12:00:00,standings_257
258,30,12,13.0,11,0,2008-09-07 12:00:00,standings_258
259,30,21,0.0,19,0,2008-09-07 12:00:00,standings_259
260,30,22,11.0,13,0,2008-09-07 12:00:00,standings_260
261,30,19,0.0,22,0,2008-09-07 12:00:00,standings_261
262,30,11,0.0,21,0,2008-09-07 12:00:00,standings_262
263,30,13,74.0,2,5,2008-09-07 12:00:00,standings_263
264,30,10,15.0,10,0,2008-09-07 12:00:00,standings_264
265,30,16,0.0,20,0,2008-09-07 12:00:00,standings_265
266,30,20,13.0,12,0,2008-09-07 12:00:00,standings_266
267,31,1,78.0,1,4,2008-09-14 12:00:00,standings_267
268,31,2,53.0,5,0,2008-09-14 12:00:00,standings_268
269,31,3,9.0,14,0,2008-09-14 12:00:00,standings_269
270,31,4,28.0,7,0,2008-09-14 12:00:00,standings_270
271,31,5,51.0,6,1,2008-09-14 12:00:00,standings_271
272,31,6,8.0,15,0,2008-09-14 12:00:00,standings_272
273,31,7,4.0,17,0,2008-09-14 12:00:00,standings_273
274,31,8,57.0,4,2,2008-09-14 12:00:00,standings_274
275,31,9,64.0,3,1,2008-09-14 12:00:00,standings_275
276,31,15,26.0,8,0,2008-09-14 12:00:00,standings_276
277,31,17,20.0,10,0,2008-09-14 12:00:00,standings_277
278,31,14,6.0,16,0,2008-09-14 12:00:00,standings_278
279,31,18,3.0,18,0,2008-09-14 12:00:00,standings_279
280,31,12,13.0,12,0,2008-09-14 12:00:00,standings_280
281,31,21,0.0,19,0,2008-09-14 12:00:00,standings_281
282,31,22,11.0,13,0,2008-09-14 12:00:00,standings_282
283,31,19,0.0,22,0,2008-09-14 12:00:00,standings_283
284,31,11,0.0,21,0,2008-09-14 12:00:00,standings_284
285,31,13,77.0,2,5,2008-09-14 12:00:00,standings_285
286,31,10,15.0,11,0,2008-09-14 12:00:00,standings_286
287,31,16,0.0,20,0,2008-09-14 12:00:00,standings_287
288,31,20,23.0,9,1,2008-09-14 12:00:00,standings_288
289,32,1,84.0,1,4,2008-09-28 12:00:00,standings_289
290,32,2,56.0,5,0,2008-09-28 12:00:00,standings_290
291,32,3,17.0,12,0,2008-09-28 12:00:00,standings_291
292,32,4,38.0,7,1,2008-09-28 12:00:00,standings_292
293,32,5,51.0,6,1,2008-09-28 12:00:00,standings_293
294,32,6,9.0,15,0,2008-09-28 12:00:00,standings_294
295,32,7,4.0,17,0,2008-09-28 12:00:00,standings_295
296,32,8,57.0,4,2,2008-09-28 12:00:00,standings_296
297,32,9,64.0,3,1,2008-09-28 12:00:00,standings_297
298,32,15,26.0,9,0,2008-09-28 12:00:00,standings_298
299,32,17,20.0,11,0,2008-09-28 12:00:00,standings_299
300,32,14,8.0,16,0,2008-09-28 12:00:00,standings_300
301,32,18,3.0,18,0,2008-09-28 12:00:00,standings_301
302,32,12,13.0,13,0,2008-09-28 12:00:00,standings_302
303,32,21,0.0,19,0,2008-09-28 12:00:00,standings_303
304,32,22,11.0,14,0,2008-09-28 12:00:00,standings_304
305,32,19,0.0,22,0,2008-09-28 12:00:00,standings_305
306,32,11,0.0,21,0,2008-09-28 12:00:00,standings_306
307,32,13,77.0,2,5,2008-09-28 12:00:00,standings_307
308,32,10,20.0,10,0,2008-09-28 12:00:00,standings_308
309,32,16,0.0,20,0,2008-09-28 12:00:00,standings_309
310,32,20,27.0,8,1,2008-09-28 12:00:00,standings_310
311,33,1,84.0,1,4,2008-10-12 04:30:00,standings_311
312,33,2,56.0,5,0,2008-10-12 04:30:00,standings_312
313,33,3,17.0,13,0,2008-10-12 04:30:00,standings_313
314,33,4,48.0,7,2,2008-10-12 04:30:00,standings_314
315,33,5,51.0,6,1,2008-10-12 04:30:00,standings_315
316,33,6,9.0,15,0,2008-10-12 04:30:00,standings_316
317,33,7,4.0,17,0,2008-10-12 04:30:00,standings_317
318,33,8,63.0,4,2,2008-10-12 04:30:00,standings_318
319,33,9,72.0,3,1,2008-10-12 04:30:00,standings_319
320,33,15,30.0,9,0,2008-10-12 04:30:00,standings_320
321,33,17,21.0,10,0,2008-10-12 04:30:00,standings_321
322,33,14,8.0,16,0,2008-10-12 04:30:00,standings_322
323,33,18,3.0,18,0,2008-10-12 04:30:00,standings_323
324,33,12,18.0,12,0,2008-10-12 04:30:00,standings_324
325,33,21,0.0,19,0,2008-10-12 04:30:00,standings_325
326,33,22,11.0,14,0,2008-10-12 04:30:00,standings_326
327,33,19,0.0,22,0,2008-10-12 04:30:00,standings_327
328,33,11,0.0,21,0,2008-10-12 04:30:00,standings_328
329,33,13,79.0,2,5,2008-10-12 04:30:00,standings_329
330,33,10,20.0,11,0,2008-10-12 04:30:00,standings_330
331,33,16,0.0,20,0,2008-10-12 04:30:00,standings_331
332,33,20,30.0,8,1,2008-10-12 04:30:00,standings_332
3459,34,20,30.0,8,1,2008-10-19 07:00:00,standings_333
3458,34,16,0.0,20,0,2008-10-19 07:00:00,standings_334
3457,34,10,22.0,10,0,2008-10-19 07:00:00,standings_335
3456,34,13,87.0,2,5,2008-10-19 07:00:00,standings_336
3455,34,11,0.0,21,0,2008-10-19 07:00:00,standings_337
3454,34,19,0.0,22,0,2008-10-19 07:00:00,standings_338
3453,34,22,11.0,14,0,2008-10-19 07:00:00,standings_339
3452,34,21,0.0,19,0,2008-10-19 07:00:00,standings_340
3451,34,12,19.0,12,0,2008-10-19 07:00:00,standings_341
3450,34,18,3.0,18,0,2008-10-19 07:00:00,standings_342
3449,34,14,8.0,16,0,2008-10-19 07:00:00,standings_343
3448,34,17,21.0,11,0,2008-10-19 07:00:00,standings_344
3447,34,15,30.0,9,0,2008-10-19 07:00:00,standings_345
3446,34,9,75.0,3,1,2008-10-19 07:00:00,standings_346
3445,34,8,69.0,4,2,2008-10-19 07:00:00,standings_347
3444,34,7,4.0,17,0,2008-10-19 07:00:00,standings_348
3443,34,6,9.0,15,0,2008-10-19 07:00:00,standings_349
3442,34,5,51.0,7,1,2008-10-19 07:00:00,standings_350
3441,34,4,53.0,6,2,2008-10-19 07:00:00,standings_351
3440,34,3,17.0,13,0,2008-10-19 07:00:00,standings_352
3439,34,2,60.0,5,0,2008-10-19 07:00:00,standings_353
3438,34,1,94.0,1,5,2008-10-19 07:00:00,standings_354
355,35,1,98.0,1,5,2008-11-02 17:00:00,standings_355
356,35,2,60.0,6,0,2008-11-02 17:00:00,standings_356
357,35,3,17.0,13,0,2008-11-02 17:00:00,standings_357
358,35,4,61.0,5,2,2008-11-02 17:00:00,standings_358
359,35,5,53.0,7,1,2008-11-02 17:00:00,standings_359
360,35,6,9.0,15,0,2008-11-02 17:00:00,standings_360
361,35,7,4.0,17,0,2008-11-02 17:00:00,standings_361
362,35,8,75.0,3,2,2008-11-02 17:00:00,standings_362
363,35,9,75.0,4,1,2008-11-02 17:00:00,standings_363
364,35,15,31.0,9,0,2008-11-02 17:00:00,standings_364
365,35,17,21.0,11,0,2008-11-02 17:00:00,standings_365
366,35,14,8.0,16,0,2008-11-02 17:00:00,standings_366
367,35,18,3.0,18,0,2008-11-02 17:00:00,standings_367
368,35,12,19.0,12,0,2008-11-02 17:00:00,standings_368
369,35,21,0.0,19,0,2008-11-02 17:00:00,standings_369
370,35,22,11.0,14,0,2008-11-02 17:00:00,standings_370
371,35,19,0.0,22,0,2008-11-02 17:00:00,standings_371
372,35,11,0.0,21,0,2008-11-02 17:00:00,standings_372
373,35,13,97.0,2,6,2008-11-02 17:00:00,standings_373
374,35,10,25.0,10,0,2008-11-02 17:00:00,standings_374
375,35,16,0.0,20,0,2008-11-02 17:00:00,standings_375
376,35,20,35.0,8,1,2008-11-02 17:00:00,standings_376
13629,36,16,0.0,17,0,2007-03-18 03:00:00,standings_377
13628,36,19,0.0,16,0,2007-03-18 03:00:00,standings_378
13627,36,18,0.0,15,0,2007-03-18 03:00:00,standings_379
13626,36,24,0.0,14,0,2007-03-18 03:00:00,standings_380
13625,36,17,0.0,13,0,2007-03-18 03:00:00,standings_381
13624,36,11,0.0,12,0,2007-03-18 03:00:00,standings_382
13623,36,22,0.0,11,0,2007-03-18 03:00:00,standings_383
13622,36,5,0.0,10,0,2007-03-18 03:00:00,standings_384
13621,36,15,0.0,9,0,2007-03-18 03:00:00,standings_385
13620,36,23,1.0,8,0,2007-03-18 03:00:00,standings_386
13619,36,3,2.0,7,0,2007-03-18 03:00:00,standings_387
13618,36,13,3.0,6,0,2007-03-18 03:00:00,standings_388
13617,36,21,4.0,5,0,2007-03-18 03:00:00,standings_389
13649,37,9,0.0,20,0,2007-04-08 07:00:00,standings_390
13648,37,26,0.0,17,0,2007-04-08 07:00:00,standings_391
13647,37,25,0.0,11,0,2007-04-08 07:00:00,standings_392
13646,37,16,0.0,19,0,2007-04-08 07:00:00,standings_393
13645,37,19,0.0,18,0,2007-04-08 07:00:00,standings_394
13644,37,18,0.0,15,0,2007-04-08 07:00:00,standings_395
13643,37,24,0.0,16,0,2007-04-08 07:00:00,standings_396
13642,37,17,0.0,12,0,2007-04-08 07:00:00,standings_397
13641,37,11,0.0,14,0,2007-04-08 07:00:00,standings_398
13640,37,22,0.0,13,0,2007-04-08 07:00:00,standings_399
13639,37,5,1.0,9,0,2007-04-08 07:00:00,standings_400
13638,37,15,2.0,7,0,2007-04-08 07:00:00,standings_401
13637,37,23,1.0,10,0,2007-04-08 07:00:00,standings_402
13635,37,13,7.0,6,0,2007-04-08 07:00:00,standings_403
13670,38,27,0.0,18,0,2007-04-15 11:30:00,standings_404
13669,38,9,3.0,8,0,2007-04-15 11:30:00,standings_405
13668,38,26,0.0,19,0,2007-04-15 11:30:00,standings_406
13667,38,25,0.0,12,0,2007-04-15 11:30:00,standings_407
13666,38,16,0.0,20,0,2007-04-15 11:30:00,standings_408
13665,38,19,0.0,21,0,2007-04-15 11:30:00,standings_409
13664,38,18,0.0,16,0,2007-04-15 11:30:00,standings_410
13663,38,24,0.0,17,0,2007-04-15 11:30:00,standings_411
13662,38,17,0.0,13,0,2007-04-15 11:30:00,standings_412
13661,38,11,0.0,15,0,2007-04-15 11:30:00,standings_413
13660,38,22,0.0,14,0,2007-04-15 11:30:00,standings_414
13659,38,5,1.0,10,0,2007-04-15 11:30:00,standings_415
13658,38,15,4.0,7,0,2007-04-15 11:30:00,standings_416
13657,38,23,1.0,11,0,2007-04-15 11:30:00,standings_417
13656,38,3,2.0,9,0,2007-04-15 11:30:00,standings_418
13655,38,13,17.0,4,1,2007-04-15 11:30:00,standings_419
13654,38,21,8.0,6,0,2007-04-15 11:30:00,standings_420
13653,38,2,15.0,5,0,2007-04-15 11:30:00,standings_421
13652,38,1,22.0,3,0,2007-04-15 11:30:00,standings_422
13651,38,4,22.0,1,1,2007-04-15 11:30:00,standings_423
13650,38,8,22.0,2,1,2007-04-15 11:30:00,standings_424
13692,39,14,4.0,9,0,2007-05-13 12:00:00,standings_425
13691,39,27,0.0,20,0,2007-05-13 12:00:00,standings_426
13690,39,9,8.0,6,0,2007-05-13 12:00:00,standings_427
13689,39,26,0.0,22,0,2007-05-13 12:00:00,standings_428
13688,39,25,0.0,14,0,2007-05-13 12:00:00,standings_429
13687,39,16,0.0,19,0,2007-05-13 12:00:00,standings_430
13686,39,19,0.0,17,0,2007-05-13 12:00:00,standings_431
13685,39,18,0.0,18,0,2007-05-13 12:00:00,standings_432
13684,39,24,0.0,21,0,2007-05-13 12:00:00,standings_433
