row_id,movie_id,title,description,release_date,duration
movies_5413,Q12342337,Grønne hjerter,2006 film by Preben Lorentzen,2006-04-28T00:00:00Z,96.0
movies_5414,Q12342669,Overcoming,2005 film by Tómas Gislason,2005-01-01T00:00:00Z,105.0
movies_5415,Q12343180,With Your Permission,2007 film by Paprika Steen,2007-09-28T00:00:00Z,100.0
movies_5416,Q12343433,Gemini,2003 film by Hans Fabian Wullenweber,2003-11-07T00:00:00Z,94.0
movies_5417,Q12343471,Tæl til 100,2004 film by Linda Krogsøe Holmberg,2004-02-06T00:00:00Z,78.0
movies_5418,Q12343734,At World's End,2009 film by Tomas Villum Jensen,2009-10-09T00:00:00Z,95.0
movies_5419,Q12344188,Winnie & Karina - The Movie,2009 film by Søren Fauli,2009-08-07T00:00:00Z,75.0
movies_5420,Q12344354,Jewel of the Desert,2001 film by Thomas Borch Nielsen,2001-02-02T00:00:00Z,77.0
movies_5421,Q12345679,Death March,2013 film,2013-05-19T00:00:00Z,110.0
movies_5422,Q123457713,The Braid,2023 film directed by Lætitia Colombani,2025-05-08T00:00:00Z,119.0
movies_5423,Q1234633,Dog Pound,2010 film by Kim Chapiron,2010-01-01T00:00:00Z,87.0
movies_5424,Q12346586,A House Built on Water,2001 Iranian drama film by Bahman Farmanara,2001-01-01T00:00:00Z,108.0
movies_5425,Q123466388,The Warehouse,2015 Belgian Film by Kurt Velghe and Ronny Claus,2015-01-01T00:00:00Z,
movies_5426,Q1234664,Dog Soldiers,2002 film directed by Neil Marshall,2002-03-22T00:00:00Z,100.0
movies_5427,Q123472177,Eden,2024 film directed by Ron Howard,2025-08-22T00:00:00Z,129.0
movies_5428,Q1234728,Doghouse,2009 film by Jake West,2009-01-01T00:00:00Z,86.0
movies_5429,Q123477948,The Surfer,2024 film directed by Lorcan Finnegan,2025-05-02T00:00:00Z,100.0
movies_5430,Q123511612,Riff Raff,2024 film directed by Dito Montiel,2025-02-28T00:00:00Z,103.0
movies_5431,Q1235281,We Have a Pope,2011 film directed by Nanni Moretti,2011-04-15T00:00:00Z,102.0
movies_5432,Q1235550,W.E.,2011 film by Madonna,2011-01-01T00:00:00Z,119.0
movies_5433,Q12357515,In My End Is My Beginning,2013 film by Min Gyu-dong,2013-01-01T00:00:00Z,87.0
movies_5434,Q123582793,Lucie and the Miracles,1971 film by Ota Koval,2008-11-03T00:00:00Z,76.0
movies_5435,Q123583548,The Last Front,2024 film directed by Julien Hayet-Kerknawi,2025-06-27T00:00:00Z,98.0
movies_5436,Q123594168,Harvest,2024 film directed by Athina Rachel Tsangari,2025-04-16T00:00:00Z,131.0
movies_5437,Q12360215,Baskin,2012 film by Manfred Vainokivi,2012-01-01T00:00:00Z,53.0
movies_5438,Q1236069,"Farewell, My Queen",2012 film directed by Benoît Jacquot,2012-01-01T00:00:00Z,100.0
movies_5439,Q12360753,Demons,2012 film by Ain Mäeots,2012-11-09T00:00:00Z,118.0
movies_5440,Q123614097,Soukromý vesmír,film directed by Helena Třeštíková,2012-01-01T00:00:00Z,83.0
movies_5441,Q12361829,Living Images,2013 film by Hardi Volmer,2013-01-01T00:00:00Z,135.0
movies_5442,Q12363537,Good Hands,2001 film by Peeter Simm,2001-01-01T00:00:00Z,90.0
movies_5443,Q123653417,Bon Schuur Ticino,Swiss comedy film from 2023,2025-07-10T00:00:00Z,88.0
movies_5444,Q12367211,The Arbiter,2013 film by Kadri Kõusaar,2013-01-01T00:00:00Z,103.0
movies_5445,Q123677839,Caniba,film directed by Véréna Paravel and Lucien Castaing-Taylor,2017-09-04T00:00:00Z,90.0
movies_5446,Q12367873,Coach Driver Knocks Three Times,2010 film directed by Elo Selirand,2010-01-01T00:00:00Z,49.0
movies_5447,Q123680870,Ecchi o nerae!: Inuneko.,2009 Film,2009-08-29T00:00:00Z,133.0
movies_5448,Q1236851,The History Boys,2006 film by Nicholas Hytner,2006-01-01T00:00:00Z,109.0
movies_5449,Q123689050,Fátima o el parque de la fraternidad,2015 film directed by Jorge Peruguria,2015-01-01T00:00:00Z,
movies_5450,Q123690366,Love Me,2024 film directed by Sam and Andy Zuchero,2025-01-31T00:00:00Z,92.0
movies_5451,Q123690368,A Real Pain,2024 film by Jesse Eisenberg,2025-01-16T00:00:00Z,90.0
movies_5452,Q123690382,Presence,2024 film directed by Steven Soderbergh,2025-01-24T00:00:00Z,85.0
movies_5453,Q123690674,Live in Peace,1997 Chinese film,2000-02-10T00:00:00Z,102.0
movies_5454,Q12369119,The Snow Queen,2010 film by Marko Raat,2010-02-25T00:00:00Z,95.0
movies_5455,Q123693164,Ponyboi,2024 film directed by Esteban Arango,2025-06-27T00:00:00Z,103.0
movies_5456,Q12371187,Knife,2007 film by Marko Raat,2007-01-01T00:00:00Z,58.0
movies_5457,Q12371939,Bank Robbery,2009 film directed by Andrus Tuisk,2009-01-01T00:00:00Z,93.0
movies_5458,Q123734322,Dramarama,2020 film directed by Jonathan Wysocki,2020-01-01T00:00:00Z,91.0
movies_5459,Q123742,Cloverfield,2008 film directed by Matt Reeves,2008-01-16T00:00:00Z,85.0
movies_5460,Q12374259,Rat Trap,2011 film by Andres Puustusmaa,2011-01-01T00:00:00Z,105.0
movies_5461,Q12375072,Ballerina Blues,2012 film by Ruti Murusalu,2012-03-14T00:00:00Z,58.0
movies_5462,Q123754013,Opus,2025 film directed by Mark Anthony Green,2025-01-27T00:00:00Z,104.0
movies_5463,Q123755212,Common Denominator,2014 Greek drama film by Sotiris Tsafoulias,2014-12-11T00:00:00Z,77.0
movies_5464,Q12376027,Taarka,2008 film by Ain Mäeots,2008-01-01T00:00:00Z,94.0
movies_5465,Q123761856,Kamogawa Horumo,2009 film by Katsuhide Motoki,2009-04-18T00:00:00Z,
movies_5466,Q12377615,Empty,2006 film by Veiko Õunpuu,2006-01-01T00:00:00Z,40.0
movies_5467,Q1238102,Dominion: Prequel to the Exorcist,2005 film directed by Paul Schrader,2005-01-01T00:00:00Z,111.0
movies_5468,Q123819147,When in Rome,2024 film directed by Niclas Bendixen,2025-07-03T00:00:00Z,
movies_5469,Q12382267,A biblioteca da iguana,2006 film,2006-03-21T00:00:00Z,70.0
movies_5470,Q123822933,Eternal Return,2025 film directed by Yaniv Raz,2025-09-08T00:00:00Z,
movies_5471,Q123823141,All Shall Be Well,2024 film by Ray Yeung,2025-02-01T00:00:00Z,93.0
movies_5472,Q1238429,Poligamy,2009 film by Dénes Orosz,2009-12-10T00:00:00Z,85.0
movies_5473,Q12384500,Blanca Madison,1998 film directed by Carlos Amil,2003-05-15T00:00:00Z,85.0
movies_5474,Q123852386,Starving,2014 film by Marcelo Briem Stamm,2014-01-08T00:00:00Z,
movies_5475,Q12385813,Catalina,2006 film,2006-01-01T00:00:00Z,120.0
movies_5476,Q123859861,Love Forever,2025 film by Staffan Lindberg,2025-02-14T00:00:00Z,
movies_5477,Q123861757,Babygirl,2024 film by Halina Reijn,2025-01-15T00:00:00Z,114.0
movies_5478,Q123862686,Ash,2025 film directed by Flying Lotus,2025-03-11T00:00:00Z,95.0
movies_5479,Q12386712,Crebinsky,2011 Spanish film,2011-04-08T00:00:00Z,90.0
movies_5480,Q123869132,Trópico,2020 film by Sabrina Farji,2020-06-22T00:00:00Z,87.0
movies_5481,Q12387051,11.6,2013 film by Philippe Godeau,2013-04-03T00:00:00Z,102.0
movies_5482,Q12387161,Doentes,2011 film,2011-01-01T00:00:00Z,85.0
movies_5483,Q12387793,"Emilia Pardo Bazán, la condesa rebelde",2012 film directed by Zaza Ceballos,2011-01-01T00:00:00Z,96.0
movies_5484,Q12387884,Entre bateas,2002 film directed by Jorge Coira,2002-01-01T00:00:00Z,82.0
movies_5485,Q123908641,Inside,2024 film directed by Charles Williams,2025-02-27T00:00:00Z,
movies_5486,Q123910761,Jingle Bell Heist,2025 film directed by Michael Fimognari,2025-11-26T00:00:00Z,96.0
movies_5487,Q12391290,Jubilee,2000 film directed by Michael Hurst,2000-04-13T00:00:00Z,94.0
movies_5488,Q123913223,The Heiress Lethal,2010 film by Michael Brueggemeyer,2010-07-29T00:00:00Z,
movies_5489,Q123913781,Make the Last Wish,2009 film by Sion Sono,2009-01-09T00:00:00Z,109.0
movies_5490,Q123928072,Emilia Pérez,2024 film by,2025-02-27T00:00:00Z,132.0
movies_5491,Q123938786,Muscle Bear Truck Stop,2006 film directed by Steven La Butch,2006-01-01T00:00:00Z,97.0
movies_5492,Q123938825,Penélope,2018 film by Agustín Abda,2018-04-17T00:00:00Z,67.0
movies_5493,Q12396205,Silvia's Gift,film directed by Dionisio Pérez,2003-07-18T00:00:00Z,90.0
movies_5494,Q12396227,The Galíndez File,2003 film by Gerardo Herrero,2003-09-26T00:00:00Z,124.0
movies_5495,Q123985273,Amsterdamned II,2025 Dutch film directed by Dick Maas,2025-12-01T00:00:00Z,
movies_5496,Q123986303,King Ivory,2024 film directed by John Swab,2025-11-14T00:00:00Z,
movies_5497,Q12402020,Vilamor,2012 film,2012-01-01T00:00:00Z,112.0
movies_5498,Q12403955,Alice,2012 film directed by Dana Goldberg,2012-01-01T00:00:00Z,82.0
movies_5499,Q12404006,Alenbi Romance,2005 film directed by Yanai Goz and Yoni Zicholtz,2005-01-01T00:00:00Z,50.0
movies_5500,Q12404153,Never Too Late,2011 film,2011-01-01T00:00:00Z,93.0
movies_5501,Q12404177,Out of the Blue,2008 film by Igal Bursztyn,2008-01-01T00:00:00Z,92.0
movies_5502,Q12404593,The Ballad of the Weeping Spring,2012 film directed by Benny Toraty,2012-01-01T00:00:00Z,105.0
movies_5503,Q12404742,The Fifth Heaven,2011 film directed by Dina Zvi-Riklis,2011-01-01T00:00:00Z,103.0
movies_5504,Q12406694,Israeli Intelligence,2007 film by Alon Gur Arye,2007-01-01T00:00:00Z,45.0
movies_5505,Q12406734,The Journey to Planet Minimik,2013 film,2013-01-01T00:00:00Z,96.0
movies_5506,Q12406796,Youth,2013 film by Tom Shoval,2013-02-10T00:00:00Z,107.0
movies_5507,Q12406917,Matinee,2011 film by Einat Fernbach,2011-01-01T00:00:00Z,76.0
movies_5508,Q12407032,Return from India,2002 film by Menahem Golan,2002-01-01T00:00:00Z,96.0
movies_5509,Q12407096,And on the Third Day,2010 film directed by Moshe Ivgy,2010-01-01T00:00:00Z,118.0
movies_5510,Q12408133,Frozen Days,film directed by Danny Lerner,2006-08-24T00:00:00Z,90.0
movies_5511,Q12408743,Maya,2010 film directed by Michal Bat-Adam,2010-01-01T00:00:00Z,96.0
movies_5512,Q12409391,Urban Tale,2012 film directed by Eliav Lilti,2012-01-01T00:00:00Z,90.0
movies_5513,Q124098394,Soul on Fire,2025 film directed by Sean McNamara,2025-10-10T00:00:00Z,
movies_5514,Q12410177,Blank Bullet,2010 film directed by Haim Bouzaglo,2010-01-01T00:00:00Z,100.0
movies_5515,Q12410788,Petah Tikva movie,2007 student film directed by Tom Shoval,2007-01-01T00:00:00Z,
movies_5516,Q12411255,Single Plus,2012 film by Dover Kosashvili,2012-01-01T00:00:00Z,87.0
movies_5517,Q124131345,Screamboat,2025 film directed by Steven LaMorte,2025-04-02T00:00:00Z,102.0
movies_5518,Q1241836,Pyare Mohan,2006 film by Indra Kumar,2006-01-01T00:00:00Z,
movies_5519,Q124196410,The Last Dance,2024 Hong Kong drama film,2025-01-29T00:00:00Z,127.0
movies_5520,Q124215661,Hedda,2025 film directed by Nia DaCosta,2025-09-07T00:00:00Z,
movies_5521,Q124216482,Five Nights at betios,2025 American film directed by Emma Tammi,2025-12-04T00:00:00Z,104.0
movies_5522,Q1242222,Don's Plum,2001 film by R. D. Robb,2001-02-10T00:00:00Z,89.0
movies_5523,Q124246470,Karate Kid: Legends,2025 film by Jonathan Entwistle,2025-05-28T00:00:00Z,94.0
movies_5524,Q124248117,Riley,2023 film directed by Benjamin Howard,2025-01-14T00:00:00Z,93.0
movies_5525,Q124249580,Zhang Side,Chinese 2004 film,2004-09-08T00:00:00Z,
movies_5526,Q124250689,My Dead Friend Zoe,2024 film by Kyle Hausmann-Stokes,2025-02-28T00:00:00Z,98.0
movies_5527,Q124253867,I Wish You All The Best,2024 film by Tommy Dorfman,2025-11-07T00:00:00Z,92.0
movies_5528,Q1242543,Doomsday,2008 film by Neil Marshall,2008-01-01T00:00:00Z,109.0
movies_5529,Q124255913,A Nice Indian Boy,2024 film directed by Roshan Sethi,2025-04-04T00:00:00Z,96.0
movies_5530,Q124256183,Rumours,"2024 film directed by Guy Maddin, Evan Johnson and Galen Johnson",2025-05-15T00:00:00Z,104.0
movies_5531,Q124256460,Fountain of Youth,2025 film directed by Guy Ritchie,2025-05-23T00:00:00Z,125.0
movies_5532,Q124258654,A Young Prisoner's Revenge,2001 film directed by Mu Deyuan,2001-06-24T00:00:00Z,98.0
movies_5533,Q124259173,A Father with His Twenty-five Children,Chinese 2002 film,2002-06-16T00:00:00Z,90.0
movies_5534,Q124260477,We Strangers,2024 film directed by Anu Valia,2025-08-22T00:00:00Z,80.0
movies_5535,Q124262351,I'm Still Here,2024 film directed by Walter Salles,2025-01-15T00:00:00Z,135.0
movies_5536,Q1242727,Karlsson on the Roof,1974 Swedish film directed by Olle Hellbom,2016-11-25T00:00:00Z,99.0
movies_5537,Q124282681,Palau: The Movie,2019 film by Kevin Knoblock,2019-01-01T00:00:00Z,120.0
movies_5538,Q124288425,Resentimental,2016 film by Leonardo Damario,2016-01-01T00:00:00Z,83.0
movies_5539,Q12428942,Jis Desh Mein Ganga Rehta Hain,2000 film by Mahesh Manjrekar,2000-01-01T00:00:00Z,
movies_5540,Q124289803,Bride Hard,2025 American film directed by Simon West,2025-06-20T00:00:00Z,105.0
movies_5541,Q12428988,Jeena Sirf Merre Liye,2002 film,2002-01-01T00:00:00Z,139.0
movies_5542,Q12429398,Joker,2012 film directed by Shirish Kunder,2012-01-01T00:00:00Z,103.0
movies_5543,Q12429457,Jodi No.1,2001 film by David Dhawan,2001-01-01T00:00:00Z,
movies_5544,Q1242957,What a Beautiful Day,2011 film by Gennaro Nunziante,2011-01-05T00:00:00Z,92.0
movies_5545,Q124308286,Young Hearts,2024 film by Anthony Schatteman,2025-01-16T00:00:00Z,97.0
movies_5546,Q124311829,Waiting for the Storms,Feature film by director François Delisle,2025-04-18T00:00:00Z,
movies_5547,Q124316634,Bernafas dalam lumpur,2008 film directed by James Lee,2008-02-03T00:00:00Z,
movies_5548,Q124317176,Dead Bite,2011 Thai film,2011-07-21T00:00:00Z,94.0
movies_5549,Q124323597,Ice Road: Vengeance,2025 film directed by Jonathan Hensleigh,2025-06-27T00:00:00Z,112.0
movies_5550,Q124326764,Lucky Winners,2024 film directed by Maxime Govare and Romain Choay,2025-01-30T00:00:00Z,103.0
movies_5551,Q124331620,Grand Tour,2024 film by Miguel Gomes,2025-05-22T00:00:00Z,129.0
movies_5552,Q124334469,La cocina,2024 film directed by Alonso Ruizpalacios,2025-03-06T00:00:00Z,139.0
movies_5553,Q124335053,Foreign Tongue,2024 film by Claire Burger,2025-06-19T00:00:00Z,105.0
movies_5554,Q12433675,Dil Ne Phir Yaad Kiya,2001 film by Rajat Rawail,2001-01-01T00:00:00Z,
movies_5555,Q124337176,G20,2025 film directed by Patricia Riggen,2025-04-10T00:00:00Z,108.0
movies_5556,Q1243381,Family Name,2006 film by Stanislav Mitin,2006-09-01T00:00:00Z,94.0
movies_5557,Q12434631,Dhoop,2003 film,2003-01-01T00:00:00Z,
movies_5558,Q1243508,Leroy,2007 film by Armin Völckers,2007-01-01T00:00:00Z,89.0
movies_5559,Q124352605,Honey Don't!,2025 film directed by Ethan Coen,2025-05-24T00:00:00Z,89.0
movies_5560,Q124353875,Play Dirty,2025 film directed by Shane Black,2025-10-01T00:00:00Z,128.0
movies_5561,Q1243571,Dor,2006 film by Nagesh Kukunoor,2006-01-01T00:00:00Z,124.0
movies_5562,Q124359261,The Room Next Door,2024 film by Pedro Almodóvar,2025-01-10T00:00:00Z,107.0
movies_5563,Q124364048,Father Mother Sister Brother,2025 film directed by Jim Jarmusch,2025-08-31T00:00:00Z,110.0
movies_5564,Q124364757,Good Fortune,2025 film directed by Aziz Ansari,2025-09-06T00:00:00Z,97.0
movies_5565,Q1243674,Summer with the Ghosts,2003 film by Bernd Neuburger,2003-09-21T00:00:00Z,85.0
movies_5566,Q124370375,Locked,2025 film directed by David Yarovesky,2025-03-20T00:00:00Z,95.0
movies_5567,Q124373035,Black Bag,2025 film directed by Steven Soderbergh,2025-03-12T00:00:00Z,93.0
movies_5568,Q12437666,Papa The Great,2000 film directed by K. Bhagyaraj,2000-01-01T00:00:00Z,143.0
movies_5569,Q124378266,Shared rooms,2016 movie,2016-01-01T00:00:00Z,
movies_5570,Q124380480,Jurassic World Rebirth,2025 film directed by Gareth Edwards,2025-07-02T00:00:00Z,133.0
movies_5571,Q124382485,Winter of the Crow,2025 film directed by Kasia Adamik,2025-09-06T00:00:00Z,112.0
movies_5572,Q12438981,Pyaar Zindagi Hai,2001 film,2001-01-01T00:00:00Z,135.0
movies_5573,Q124393045,Frankenstein,2025 film directed by Guillermo del Toro,2025-08-30T00:00:00Z,149.0
movies_5574,Q124393313,Nuremberg,2025 film directed by James Vanderbilt,2025-09-07T00:00:00Z,148.0
movies_5575,Q1243969,When Santa Fell to Earth,2011 film directed by Oliver Dieckmann,2011-11-24T00:00:00Z,107.0
movies_5576,Q124397410,Madea's Destination Wedding,2025 film directed by Tyler Perry,2025-07-11T00:00:00Z,
movies_5577,Q124398018,I Will Make You Mine,2020 film directed by Lynn Chen,2020-05-26T00:00:00Z,
movies_5578,Q124400088,National Theatre Live: Cyrano de Bergerac,2019 film by Jamie Lloyd,2019-02-14T00:00:00Z,
movies_5579,Q124408474,Ella McCay,2025 film directed by James L. Brooks,2025-12-09T00:00:00Z,115.0
movies_5580,Q124426106,The Damned,2024 film directed by Thordur Palsson,2025-01-03T00:00:00Z,89.0
movies_5581,Q124427625,America The Beautiful 2: The Thin Commandments,2011 documentary film directed by Darryl Roberts,2011-01-01T00:00:00Z,
movies_5582,Q124435493,Black Phone 2,2025 American film directed by Scott Derrickson,2025-10-16T00:00:00Z,114.0
movies_5583,Q124436027,The Great Flood,2025 South Korean film by Kim Byung-woo,2025-09-18T00:00:00Z,
movies_5584,Q124439306,Deep Cover,2025 film directed by Tom Kingsley,2025-06-04T00:00:00Z,100.0
movies_5585,Q124450734,If I Had Legs I'd Kick You,2025 film directed by Mary Bronstein,2025-01-24T00:00:00Z,113.0
movies_5586,Q124450737,Atropia,2025 film directed by Hailey Gates,2025-01-25T00:00:00Z,
movies_5587,Q12446251,My Name Is Anthony Gonsalves,2008 Indian film directed by Eeshwar Nivas,2007-01-01T00:00:00Z,
movies_5588,Q124464617,She Rides Shotgun,2025 film directed by Nick Rowland,2025-08-01T00:00:00Z,120.0
movies_5589,Q1244648,Mariken,2000 film directed by André van Duren,2000-01-01T00:00:00Z,88.0
movies_5590,Q12447679,"Main, Meri Patni Aur Woh",2005 film by Chandan Arora,2005-01-01T00:00:00Z,
movies_5591,Q124479577,"After Fall, Winter",2012 film directed by Eric Schaeffer,2012-01-01T00:00:00Z,132.0
movies_5592,Q12448457,Yeh Teraa Ghar Yeh Meraa Ghar,2001 film by Priyadarshan,2001-01-01T00:00:00Z,
movies_5593,Q1244899,Dorfpunks,2009 film by Lars Jessen,2009-01-01T00:00:00Z,93.0
movies_5594,Q124497778,A Big Bold Beautiful Journey,2025 film directed by Kogonada,2025-09-18T00:00:00Z,109.0
movies_5595,Q12450642,Rog,2005 film directed by Himanshu Brahmbhatt,2005-01-01T00:00:00Z,
movies_5596,Q124512337,Highest 2 Lowest,2025 film directed by Spike Lee,2025-05-19T00:00:00Z,133.0
movies_5597,Q124526535,Bomb,2013 film by Sergio Bizzio,2013-01-01T00:00:00Z,75.0
movies_5598,Q124528247,The Man In My Basement,2025 film directed by Nadia Latif,2025-09-05T00:00:00Z,
movies_5599,Q124528281,Black Site,2018 film directed by Tom Paton,2018-08-27T00:00:00Z,
movies_5600,Q124537378,Hard Truths,2024 film directed by Mike Leigh,2025-01-01T00:00:00Z,97.0
movies_5601,Q12459117,Stumped,2003 film by Gaurav Pandey,2003-01-01T00:00:00Z,
movies_5602,Q124608269,Steve,2025 film directed by Tim Mielants,2025-09-05T00:00:00Z,91.0
movies_5603,Q124611547,Adele: Live at the Royal Albert Hall,2011 concert film directed by Paul Dugdale,2011-11-27T00:00:00Z,90.0
movies_5604,Q124611992,Al acecho,2019 film by Francisco D'Eufemia,2019-01-01T00:00:00Z,84.0
movies_5605,Q1246152,Home of the Brave,2006 film directed by Irwin Winkler,2006-01-01T00:00:00Z,106.0
movies_5606,Q124615382,The Returned,2019 film by Laura Casabé,2019-01-01T00:00:00Z,92.0
movies_5607,Q124615876,We Bury the Dead,2024 film directed by Zak Hilditch,2025-03-09T00:00:00Z,94.0
movies_5608,Q124621511,Bir xalanin sirri,film directed by Emil Quliyev,2018-01-01T00:00:00Z,
movies_5609,Q124622268,The Three Investigators – Carpathian Dog,2025 film directed by Tim Dünschede,2025-01-23T00:00:00Z,
movies_5610,Q124625067,Osiris,2025 film directed by William Kaufman,2025-07-25T00:00:00Z,120.0
movies_5611,Q124630194,The Threesome,2025 film directed by Chad Hartigan,2025-03-07T00:00:00Z,
movies_5612,Q124630715,Porno Melodrama,2011 film by Romas Zabarauskas,2011-08-13T00:00:00Z,31.0
movies_5613,Q124635920,Love Fail Repeat,2025 Dutch film directed by Erwin van den Eshof,2025-02-20T00:00:00Z,
movies_5614,Q124637577,Giro de ases,2020 film by Sebastián Tabany,2020-01-01T00:00:00Z,82.0
movies_5615,Q124637896,Soft Rains Will Come,2018 film directed by Iván Fund,2018-11-15T00:00:00Z,81.0
movies_5616,Q124652747,London Calling,2025 film directed by Allan Ungar,2025-09-19T00:00:00Z,
movies_5617,Q124653711,The Mugger,2007 film by Pablo Fendrik,2007-01-01T00:00:00Z,67.0
movies_5618,Q124658205,Before,2010 film by Daniel Gimelberg,2010-01-01T00:00:00Z,90.0
movies_5619,Q124658699,From Tuesday to Tuesday,2012 film by Gustavo Triviño,2012-01-01T00:00:00Z,111.0
movies_5620,Q124659049,Paradise for the Damned,2013 film by Alejandro Montiel,2013-01-01T00:00:00Z,85.0
movies_5621,Q124659329,La vida después,2015 film by Pablo Bardauil & Franco Verdoia,2015-01-01T00:00:00Z,78.0
movies_5622,Q124664023,When Fall Is Coming,2024 film by François Ozon,2025-01-31T00:00:00Z,102.0
movies_5623,Q124694260,Tunnel: Sun in the Dark,2025 Vietnamese war historical drama film,2025-04-04T00:00:00Z,128.0
movies_5624,Q124695390,Kronprinsen och tyrannens återkomst,2025 film directed by Tord Danielsson,2025-02-07T00:00:00Z,
movies_5625,Q12470091,100% Sari,2003 film,2003-01-01T00:00:00Z,96.0
movies_5626,Q12470109,12:00 am,2005 film by Nayato Fio Nuala,2005-01-01T00:00:00Z,
movies_5627,Q12470120,18++ Forever Love,2012 film by Nayato Fio Nuala,2012-07-12T00:00:00Z,
movies_5628,Q12470375,3 Doa 3 Cinta,2008 film directed by Nurman Hakim,2008-12-18T00:00:00Z,110.0
movies_5629,Q12470376,"3 Hati Dua Dunia, Satu Cinta",2010 film by Benni Setiawan,2010-01-01T00:00:00Z,100.0
movies_5630,Q12470377,3 Pejantan Tanggung,2010 film by Iqbal Rais,2010-12-30T00:00:00Z,82.0
movies_5631,Q12470387,40 Hari Bangkitnya Pocong,2008 film by Rudy Soedjarwo,2008-01-01T00:00:00Z,
movies_5632,Q12470427,9 Naga,2006 Indonesian film by Rudy Soedjarwo,2006-01-12T00:00:00Z,104.0
movies_5633,Q1247048,Oh! My Zombie Mermaid,2004 film,2004-01-01T00:00:00Z,99.0
movies_5634,Q124706420,Bridget Jones: Mad About the Boy,2025 film directed by Michael Morris,2025-02-12T00:00:00Z,125.0
movies_5635,Q12470673,Ada Hantu di Vietnam,2012 film by Nayato Fio Nuala,2012-11-29T00:00:00Z,79.0
movies_5636,Q124707042,Novocaine,2025 film directed by Dan Berk and Robert Olsen,2025-03-12T00:00:00Z,110.0
movies_5637,Q12470887,Affair,2010 film by Nayato Fio Nuala,2010-01-01T00:00:00Z,
movies_5638,Q12471324,Aku atau Dia,2010 film,2010-10-28T00:00:00Z,97.0
movies_5639,Q12471944,Anak Halal,2019 film directed by Osman Ali,2007-01-01T00:00:00Z,
movies_5640,Q1247216,The Next Best Thing,2000 film by John Schlesinger,2000-01-01T00:00:00Z,103.0
movies_5641,Q12472472,Arisan Brondong,2010 Indonesian film directed by Helfi Kardit,2010-02-18T00:00:00Z,84.0
movies_5642,Q12472474,Arisan! 2,2011 film by Nia Dinata,2011-12-01T00:00:00Z,119.0
movies_5643,Q12472893,"Dad, Why Am I Different?",2011 film,2011-01-01T00:00:00Z,99.0
movies_5644,Q1247293,"Tsatsiki, morsan och polisen",1999 film directed by Ella Lemhagen,2000-10-12T00:00:00Z,91.0
movies_5645,Q1247320,Free Zone,2005 film by Amos Gitai,2005-01-01T00:00:00Z,90.0
movies_5646,Q124734067,A Star and Two Coffees,2006 film by Alberto Lecchi,2006-01-01T00:00:00Z,85.0
movies_5647,Q12473524,Bahwa Cinta Itu Ada,2010 film by Sujiwo Tejo,2010-03-04T00:00:00Z,93.0
movies_5648,Q12473778,Bali Forever,2007 film by Rima Melati,2007-01-01T00:00:00Z,
movies_5649,Q12474262,Bangun Lagi Dong Lupus,2013 film,2013-04-04T00:00:00Z,
movies_5650,Q124744751,The Portrait of a Nightmare,2022 film directed by Ismail Basbeth,2020-01-01T00:00:00Z,84.0
movies_5651,Q124748783,Tatooed,2005 film by Eduardo Raspo,2005-01-01T00:00:00Z,84.0
movies_5652,Q124749841,Hallow Road,2025 film directed by Babak Anvari,2025-01-01T00:00:00Z,80.0
movies_5653,Q124758292,The Disappearance of Josef Mengele,2025 film directed by Kirill Serebrennikov,2025-05-20T00:00:00Z,135.0
movies_5654,Q124758337,The Phoenician Scheme,2025 film directed by Wes Anderson,2025-04-30T00:00:00Z,105.0
movies_5655,Q12476106,Bewitching Attraction,2006 film by Lee Ha,2006-01-01T00:00:00Z,
movies_5656,Q12477286,Broken Hearts,2012 film by Helfi Kardit,2012-01-01T00:00:00Z,
movies_5657,Q124773925,Como mariposas en la luz,2005 film by Diego Yaker,2005-01-01T00:00:00Z,106.0
movies_5658,Q12477456,Bukan Pocong Biasa,2011 film by Chiska Doppert,2011-12-15T00:00:00Z,80.0
movies_5659,Q12478405,Catatan (Harian) Si Boy,2011 film,2011-07-01T00:00:00Z,96.0
movies_5660,Q1247886,The Border Post,2006 film by Rajko Grlić,2006-01-01T00:00:00Z,95.0
movies_5661,Q12479111,Cinta brontosaurus,2013 film directed by Fajar Nugros,2013-05-08T00:00:00Z,
movies_5662,Q124799105,Rancho aparte,2007 film by Edi Flehner,2007-01-01T00:00:00Z,90.0
movies_5663,Q124801034,Three Wishes,2008 film by Vivián Imar & Marcelo Trotta,2008-01-01T00:00:00Z,95.0
movies_5664,Q124801374,Samurai,2012 film by Gaspar Scheuer,2012-01-01T00:00:00Z,96.0
movies_5665,Q124806485,Caíto,2012 film by Guillermo Pfening,2012-01-01T00:00:00Z,70.0
movies_5666,Q12480713,Dalam Mihrab Cinta,2010 Indonesian film by Habiburrahman El Shirazy,2010-12-23T00:00:00Z,109.0
movies_5667,Q1248074,All for Free,2006 film by Antonio Nuić,2006-01-01T00:00:00Z,94.0
movies_5668,Q12481108,Dead Mine,2012 film,2012-01-01T00:00:00Z,87.0
movies_5669,Q124811245,Tornado,2025 film directed by John Maclean,2025-02-26T00:00:00Z,91.0
movies_5670,Q12481217,Demi Ucok,2013 film,2013-01-01T00:00:00Z,
movies_5671,Q124814444,Afterburn,2025 film directed by J.J. Perry,2025-09-11T00:00:00Z,
